,text,sentiment,speaker
260,"Those were not his words , rejoined Polemarchus",NEGATIVE,Thrasymachus
261,"Socrates - THRASYMACHUS Never mind , I replied , if he now says that they are , let us accept his statement",NEUTRAL,Thrasymachus
262,"Tell me , Thrasymachus , I said , did you mean by justice what the stronger thought to be his interest , whether really so or not",NEGATIVE,Thrasymachus
263,"Certainly not , he said",NEGATIVE,Thrasymachus
264,Do you suppose that I call him who is mistaken the stronger at the time when he is mistaken,NEGATIVE,Thrasymachus
265,"Yes , I said , my impression was that you did so , when you admitted that the ruler was not infallible but might be sometimes mistaken",NEGATIVE,Thrasymachus
266,"You argue like an informer , Socrates",NEUTRAL,Thrasymachus
267,"Do you mean , for example , that he who is mistaken about the sick is a physician in that he is mistaken",NEGATIVE,Thrasymachus
268,"or that he who errs in arithmetic or grammar is an arithmetician or grammarian at the me when he is making the mistake , in respect of the mistake",NEGATIVE,Thrasymachus
269,"True , we say that the physician or arithmetician or grammarian has made a mistake , but this is only a way of speaking ; for the fact is that neither the grammarian nor any other person of skill ever makes a mistake in so far as he is what his name implies ; they none of them err unless their skill fails them , and then they cease to be skilled artists",NEGATIVE,Thrasymachus
270,"No artist or sage or ruler errs at the time when he is what his name implies ; though he is commonly said to err , and I adopted the common mode of speaking",NEGATIVE,Thrasymachus
271,"But to be perfectly accurate , since you are such a lover of accuracy , we should say that the ruler , in so far as he is the ruler , is unerring , and , being unerring , always commands that which is for his own interest ; and the subject is required to execute his commands ; and therefore , as I said at first and now repeat , justice is the interest of the stronger",NEUTRAL,Thrasymachus
272,"Indeed , Thrasymachus , and do I really appear to you to argue like an informer",NEUTRAL,Thrasymachus
273,"Certainly , he replied",NEUTRAL,Thrasymachus
274,And you suppose that I ask these questions with any design of injuring you in the argument,NEGATIVE,Thrasymachus
275,"Nay , he replied , 'suppose ' is not the word -- I know it ; but you will be found out , and by sheer force of argument you will never prevail",NEGATIVE,Thrasymachus
276,"I shall not make the attempt , my dear man ; but to avoid any misunderstanding occurring between us in future , let me ask , in what sense do you speak of a ruler or stronger whose interest , as you were saying , he being the superior , it is just that the inferior should execute -- is he a ruler in the popular or in the strict sense of the term",NEGATIVE,Thrasymachus
277,"In the strictest of all senses , he said",NEUTRAL,Thrasymachus
278,And now cheat and play the informer if you can ; I ask no quarter at your hands,NEGATIVE,Thrasymachus
279,"But you never will be able , never",NEGATIVE,Thrasymachus
280,"And do you imagine , I said , that I am such a madman as to try and cheat , Thrasymachus",NEGATIVE,Thrasymachus
281,I might as well shave a lion,NEGATIVE,Thrasymachus
282,"Why , he said , you made the attempt a minute ago , and you failed",NEGATIVE,Thrasymachus
283,"Enough , I said , of these civilities",NEUTRAL,Thrasymachus
284,"It will be better that I should ask you a question : Is the physician , taken in that strict sense of which you are speaking , a healer of the sick or a maker of money",NEGATIVE,Thrasymachus
285,And remember that I am now speaking of the true physician,NEUTRAL,Thrasymachus
286,"A healer of the sick , he replied",NEUTRAL,Thrasymachus
287,"And the pilot -- that is to say , the true pilot -- is he a captain of sailors or a mere sailor",NEUTRAL,Thrasymachus
288,A captain of sailors,NEUTRAL,Thrasymachus
289,"The circumstance that he sails in the ship is not to be taken into account ; neither is he to be called a sailor ; the name pilot by which he is distinguished has nothing to do with sailing , but is significant of his skill and of his authority over the sailors",NEUTRAL,Thrasymachus
290,"Very true , he said",NEUTRAL,Thrasymachus
291,"Now , I said , every art has an interest",NEUTRAL,Thrasymachus
292,For which the art has to consider and provide,NEUTRAL,Thrasymachus
293,"Yes , that is the aim of art",NEUTRAL,Thrasymachus
294,And the interest of any art is the perfection of it -- this and nothing else,NEUTRAL,Thrasymachus
295,I mean what I may illustrate negatively by the example of the body,NEGATIVE,Thrasymachus
296,"Suppose you were to ask me whether the body is self-sufficing or has wants , I should reply : Certainly the body has wants ; for the body may be ill and require to be cured , and has therefore interests to which the art of medicine ministers ; and this is the origin and intention of medicine , as you will acknowledge",NEGATIVE,Thrasymachus
297,"Quite right , he replied",NEUTRAL,Thrasymachus
298,"But is the art of medicine or any other art faulty or deficient in any quality in the same way that the eye may be deficient in sight or the ear fail of hearing , and therefore requires another art to provide for the interests of seeing and hearing -- has art in itself , I say , any similar liability to fault or defect , and does every art require another supplementary art to provide for its interests , and that another and another without end",NEGATIVE,Thrasymachus
299,Or have the arts to look only after their own interests,NEGATIVE,Thrasymachus
300,Or have they no need either of themselves or of another,NEGATIVE,Thrasymachus
301,"-- having no faults or defects , they have no need to correct them , either by the exercise of their own art or of any other ; they have only to consider the interest of their subject-matter",NEGATIVE,Thrasymachus
302,"For every art remains pure and faultless while remaining true -- that is to say , while perfect and unimpaired",NEUTRAL,Thrasymachus
303,"Take the words in your precise sense , and tell me whether I am not right",NEGATIVE,Thrasymachus
304,"Then medicine does not consider the interest of medicine , but the interest of the body",NEUTRAL,Thrasymachus
305,"Nor does the art of horsemanship consider the interests of the art of horsemanship , but the interests of the horse ; neither do any other arts care for themselves , for they have no needs ; they care only for that which is the subject of their art",NEGATIVE,Thrasymachus
306,"But surely , Thrasymachus , the arts are the superiors and rulers of their own subjects",NEUTRAL,Thrasymachus
307,To this he assented with a good deal of reluctance,NEUTRAL,Thrasymachus
308,"Then , I said , no science or art considers or enjoins the interest of the stronger or superior , but only the interest of the subject and weaker",NEGATIVE,Thrasymachus
309,"He made an attempt to contest this proposition also , but finally acquiesced",NEGATIVE,Thrasymachus
310,"Then , I continued , no physician , in so far as he is a physician , considers his own good in what he prescribes , but the good of his patient ; for the true physician is also a ruler having the human body as a subject , and is not a mere money-maker ; that has been admitted",NEUTRAL,Thrasymachus
311,"And the pilot likewise , in the strict sense of the term , is a ruler of sailors and not a mere sailor",NEUTRAL,Thrasymachus
312,That has been admitted,NEUTRAL,Thrasymachus
313,"And such a pilot and ruler will provide and prescribe for the interest of the sailor who is under him , and not for his own or the ruler's interest",NEGATIVE,Thrasymachus
314,He gave a reluctant 'Yes,NEUTRAL,Thrasymachus
315,"' Then , I said , Thrasymachus , there is no one in any rule who , in so far as he is a ruler , considers or enjoins what is for his own interest , but always what is for the interest of his subject or suitable to his art ; to that he looks , and that alone he considers in everything which he says and does",NEUTRAL,Thrasymachus
316,"When we had got to this point in the argument , and every one saw that the definition of justice had been completely upset , Thrasymachus , instead of replying to me , said : Tell me , Socrates , have you got a nurse",NEGATIVE,Thrasymachus
317,"Why do you ask such a question , I said , when you ought rather to be answering",NEGATIVE,Thrasymachus
318,"Because she leaves you to snivel , and never wipes your nose : she has not even taught you to know the shepherd from the sheep",NEGATIVE,Thrasymachus
319,What makes you say that,NEUTRAL,Thrasymachus
320,"Because you fancy that the shepherd or neatherd fattens of tends the sheep or oxen with a view to their own good and not to the good of himself or his master ; and you further imagine that the rulers of states , if they are true rulers , never think of their subjects as sheep , and that they are not studying their own advantage day and night",NEGATIVE,Thrasymachus
321,"Oh , no ; and so entirely astray are you in your ideas about the just and unjust as not even to know that justice and the just are in reality another 's good ; that is to say , the interest of the ruler and stronger , and the loss of the subject and servant ; and injustice the opposite ; for the unjust is lord over the truly simple and just : he is the stronger , and his subjects do what is for his interest , and minister to his happiness , which is very far from being their own",NEGATIVE,Thrasymachus
322,"Consider further , most foolish Socrates , that the just is always a loser in comparison with the unjust",NEGATIVE,Thrasymachus
323,"First of all , in private contracts : wherever the unjust is the partner of the just you will find that , when the partnership is dissolved , the unjust man has always more and the just less",NEGATIVE,Thrasymachus
324,"Secondly , in their dealings with the State : when there is an income tax , the just man will pay more and the unjust less on the same amount of income ; and when there is anything to be received the one gains nothing and the other much",NEGATIVE,Thrasymachus
325,"Observe also what happens when they take an office ; there is the just man neglecting his affairs and perhaps suffering other losses , and getting nothing out of the public , because he is just ; moreover he is hated by his friends and acquaintance for refusing to serve them in unlawful ways",NEGATIVE,Thrasymachus
326,But all this is reversed in the case of the unjust man,NEGATIVE,Thrasymachus
327,"I am speaking , as before , of injustice on a large scale in which the advantage of the unjust is more apparent ; and my meaning will be most clearly seen if we turn to that highest form of injustice in which the criminal is the happiest of men , and the sufferers or those who refuse to do injustice are the most miserable -- that is to say tyranny , which by fraud and force takes away the property of others , not little by little but wholesale ; comprehending in one , things sacred as well as profane , private and public ; for which acts of wrong , if he were detected perpetrating any one of them singly , he would be punished and incur great disgrace -- they who do such wrong in particular cases are called robbers of temples , and man-stealers and burglars and swindlers and thieves",NEGATIVE,Thrasymachus
328,"But when a man besides taking away the money of the citizens has made slaves of them , then , instead of these names of reproach , he is termed happy and blessed , not only by the citizens but by all who hear of his having achieved the consummation of injustice",NEUTRAL,Thrasymachus
329,"For mankind censure injustice , fearing that they may be the victims of it and not because they shrink from committing it",NEGATIVE,Thrasymachus
330,"And thus , as I have shown , Socrates , injustice , when on a sufficient scale , has more strength and freedom and mastery than justice ; and , as I said at first , justice is the interest of the stronger , whereas injustice is a man 's own profit and interest",NEUTRAL,Thrasymachus
331,"Thrasymachus , when he had thus spoken , having , like a bathman , deluged our ears with his words , had a mind to go away",NEGATIVE,Thrasymachus
332,But the company would not let him ; they insisted that he should remain and defend his position ; and I myself added my own humble request that he would not leave us,NEUTRAL,Thrasymachus
333,"Thrasymachus , I said to him , excellent man , how suggestive are your remarks",NEUTRAL,Thrasymachus
334,And are you going to run away before you have fairly taught or learned whether they are true or not,NEGATIVE,Thrasymachus
335,Is the attempt to determine the way of man 's life so small a matter in your eyes -- to determine how life may be passed by each one of us to the greatest advantage,NEUTRAL,Thrasymachus
336,"And do I differ from you , he said , as to the importance of the enquiry",NEUTRAL,Thrasymachus
337,"You appear rather , I replied , to have no care or thought about us , Thrasymachus -- whether we live better or worse from not knowing what you say you know , is to you a matter of indifference",NEGATIVE,Thrasymachus
338,"Prithee , friend , do not keep your knowledge to yourself ; we are a large party ; and any benefit which you confer upon us will be amply rewarded",NEUTRAL,Thrasymachus
339,"For my own part I openly declare that I am not convinced , and that I do not believe injustice to be more gainful than justice , even if uncontrolled and allowed to have free play",NEUTRAL,Thrasymachus
340,"For , granting that there may be an unjust man who is able to commit injustice either by fraud or force , still this does not convince me of the superior advantage of injustice , and there may be others who are in the same predicament with myself",NEGATIVE,Thrasymachus
341,"Perhaps we may be wrong ; if so , you in your wisdom should convince us that we are mistaken in preferring justice to injustice",NEUTRAL,Thrasymachus
342,"And how am I to convince you , he said , if you are not already convinced by what I have just said ; what more can I do for you",NEUTRAL,Thrasymachus
343,Would you have me put the proof bodily into your souls,NEGATIVE,Thrasymachus
344,"I said ; I would only ask you to be consistent ; or , if you change , change openly and let there be no deception",NEUTRAL,Thrasymachus
345,"For I must remark , Thrasymachus , if you will recall what was previously said , that although you began by defining the true physician in an exact sense , you did not observe a like exactness when speaking of the shepherd ; you thought that the shepherd as a shepherd tends the sheep not with a view to their own good , but like a mere diner or banqueter with a view to the pleasures of the table ; or , again , as a trader for sale in the market , and not as a shepherd",NEGATIVE,Thrasymachus
346,"Yet surely the art of the shepherd is concerned only with the good of his subjects ; he has only to provide the best for them , since the perfection of the art is already ensured whenever all the requirements of it are satisfied",NEGATIVE,Thrasymachus
347,And that was what I was saying just now about the ruler,NEUTRAL,Thrasymachus
348,"I conceived that the art of the ruler , considered as ruler , whether in a state or in private life , could only regard the good of his flock or subjects ; whereas you seem to think that the rulers in states , that is to say , the true rulers , like being in authority",NEGATIVE,Thrasymachus
349,"Nay , I am sure of it",NEUTRAL,Thrasymachus
350,"Then why in the case of lesser offices do men never take them willingly without payment , unless under the idea that they govern for the advantage not of themselves but of others",NEUTRAL,Thrasymachus
351,"Let me ask you a question : Are not the several arts different , by reason of their each having a separate function",NEGATIVE,Thrasymachus
352,"And , my dear illustrious friend , do say what you think , that we may make a little progress",NEUTRAL,Thrasymachus
353,"Yes , that is the difference , he replied",NEUTRAL,Thrasymachus
354,"And each art gives us a particular good and not merely a general one -- medicine , for example , gives us health ; navigation , safety at sea , and so on",NEUTRAL,Thrasymachus
355,"And the art of payment has the special function of giving pay : but we do not confuse this with other arts , any more than the art of the pilot is to be confused with the art of medicine , because the health of the pilot may be improved by a sea voyage",NEUTRAL,Thrasymachus
356,"You would not be inclined to say , would you , that navigation is the art of medicine , at least if we are to adopt your exact use of language",NEGATIVE,Thrasymachus
357,Or because a man is in good health when he receives pay you would not say that the art of payment is medicine,NEGATIVE,Thrasymachus
358,Nor would you say that medicine is the art of receiving pay because a man takes fees when he is engaged in healing,NEGATIVE,Thrasymachus
359,"And we have admitted , I said , that the good of each art is specially confined to the art",NEGATIVE,Thrasymachus
360,"Then , if there be any good which all artists have in common , that is to be attributed to something of which they all have the common use",NEGATIVE,Thrasymachus
361,"And when the artist is benefited by receiving pay the advantage is gained by an additional use of the art of pay , which is not the art professed by him",NEGATIVE,Thrasymachus
362,He gave a reluctant assent to this,NEUTRAL,Thrasymachus
363,Then the pay is not derived by the several artists from their respective arts,NEGATIVE,Thrasymachus
364,"But the truth is , that while the art of medicine gives health , and the art of the builder builds a house , another art attends them which is the art of pay",NEUTRAL,Thrasymachus
365,"The various arts may be doing their own business and benefiting that over which they preside , but would the artist receive any benefit from his art unless he were paid as well",NEGATIVE,Thrasymachus
366,But does he therefore confer no benefit when he works for nothing,NEGATIVE,Thrasymachus
367,"Certainly , he confers a benefit",NEUTRAL,Thrasymachus
368,"Then now , Thrasymachus , there is no longer any doubt that neither arts nor governments provide for their own interests ; but , as we were before saying , they rule and provide for the interests of their subjects who are the weaker and not the stronger -- to their good they attend and not to the good of the superior",NEUTRAL,Thrasymachus
369,"And this is the reason , my dear Thrasymachus , why , as I was just now saying , no one is willing to govern ; because no one likes to take in hand the reformation of evils which are not his concern without remuneration",NEGATIVE,Thrasymachus
370,"For , in the execution of his work , and in giving his orders to another , the true artist does not regard his own interest , but always that of his subjects ; and therefore in order that rulers may be willing to rule , they must be paid in one of three modes of payment : money , or honour , or a penalty for refusing",NEUTRAL,Thrasymachus
371,"Socrates - GLAUCON What do you mean , Socrates",NEUTRAL,Thrasymachus
372,"The first two modes of payment are intelligible enough , but what the penalty is I do not understand , or how a penalty can be a payment",NEGATIVE,Thrasymachus
373,You mean that you do not understand the nature of this payment which to the best men is the great inducement to rule,NEGATIVE,Thrasymachus
374,"Of course you know that ambition and avarice are held to be , as indeed they are , a disgrace",NEGATIVE,Thrasymachus
375,"And for this reason , I said , money and honour have no attraction for them ; good men do not wish to be openly demanding payment for governing and so to get the name of hirelings , nor by secretly helping themselves out of the public revenues to get the name of thieves",NEGATIVE,Thrasymachus
376,And not being ambitious they do not care about honour,NEGATIVE,Thrasymachus
377,"Wherefore necessity must be laid upon them , and they must be induced to serve from the fear of punishment",NEGATIVE,Thrasymachus
378,"And this , as I imagine , is the reason why the forwardness to take office , instead of waiting to be compelled , has been deemed dishonourable",NEGATIVE,Thrasymachus
379,Now the worst part of the punishment is that he who refuses to rule is liable to be ruled by one who is worse than himself,NEGATIVE,Thrasymachus
380,"And the fear of this , as I conceive , induces the good to take office , not because they would , but because they can not help -- not under the idea that they are going to have any benefit or enjoyment themselves , but as a necessity , and because they are not able to commit the task of ruling to any one who is better than themselves , or indeed as good",NEGATIVE,Thrasymachus
381,"For there is reason to think that if a city were composed entirely of good men , then to avoid office would be as much an object of contention as to obtain office is at present ; then we should have plain proof that the true ruler is not meant by nature to regard his own interest , but that of his subjects ; and every one who knew this would choose rather to receive a benefit from another than to have the trouble of conferring one",NEGATIVE,Thrasymachus
382,So far am I from agreeing with Thrasymachus that justice is the interest of the stronger,NEGATIVE,Thrasymachus
383,"This latter question need not be further discussed at present ; but when Thrasymachus says that the life of the unjust is more advantageous than that of the just , his new statement appears to me to be of a far more serious character",NEUTRAL,Thrasymachus
384,Which of us has spoken truly,NEUTRAL,Thrasymachus
385,"And which sort of life , Glaucon , do you prefer",NEUTRAL,Thrasymachus
386,"I for my part deem the life of the just to be the more advantageous , he answered",NEUTRAL,Thrasymachus
387,Did you hear all the advantages of the unjust which Thrasymachus was rehearsing,NEGATIVE,Thrasymachus
388,"Yes , I heard him , he replied , but he has not convinced me",NEGATIVE,Thrasymachus
389,"Then shall we try to find some way of convincing him , if we can , that he is saying what is not true",NEGATIVE,Thrasymachus
390,"Most certainly , he replied",NEUTRAL,Thrasymachus
391,"If , I said , he makes a set speech and we make another recounting all the advantages of being just , and he answers and we rejoin , there must be a numbering and measuring of the goods which are claimed on either side , and in the end we shall want judges to decide ; but if we proceed in our enquiry as we lately did , by making admissions to one another , we shall unite the offices of judge and advocate in our own persons",NEUTRAL,Thrasymachus
392,"Very good , he said",NEUTRAL,Thrasymachus
393,And which method do I understand you to prefer,NEUTRAL,Thrasymachus
394,That which you propose,NEUTRAL,Thrasymachus
395,"Well , then , Thrasymachus , I said , suppose you begin at the beginning and answer me",NEUTRAL,Thrasymachus
396,You say that perfect injustice is more gainful than perfect justice,NEGATIVE,Thrasymachus
397,"Socrates - GLAUCON - THRASYMACHUS Yes , that is what I say , and I have given you my reasons",NEUTRAL,Thrasymachus
398,And what is your view about them,NEUTRAL,Thrasymachus
399,Would you call one of them virtue and the other vice,NEUTRAL,Thrasymachus
400,I suppose that you would call justice virtue and injustice vice,NEGATIVE,Thrasymachus
401,What a charming notion,NEUTRAL,Thrasymachus
402,"So likely too , seeing that I affirm injustice to be profitable and justice not",NEGATIVE,Thrasymachus
403,What else then would you say,NEGATIVE,Thrasymachus
404,"The opposite , he replied",NEGATIVE,Thrasymachus
405,And would you call justice vice,NEGATIVE,Thrasymachus
406,"No , I would rather say sublime simplicity",NEUTRAL,Thrasymachus
407,Then would you call injustice malignity,NEGATIVE,Thrasymachus
408,No ; I would rather say discretion,NEGATIVE,Thrasymachus
409,And do the unjust appear to you to be wise and good,NEUTRAL,Thrasymachus
410,"Yes , he said ; at any rate those of them who are able to be perfectly unjust , and who have the power of subduing states and nations ; but perhaps you imagine me to be talking of cutpurses",NEUTRAL,Thrasymachus
411,"Even this profession if undetected has advantages , though they are not to be compared with those of which I was just now speaking",NEUTRAL,Thrasymachus
412,"I do not think that I misapprehend your meaning , Thrasymachus , I replied ; but still I can not hear without amazement that you class injustice with wisdom and virtue , and justice with the opposite",NEUTRAL,Thrasymachus
413,Certainly I do so class them,NEUTRAL,Thrasymachus
414,"Now , I said , you are on more substantial and almost unanswerable ground ; for if the injustice which you were maintaining to be profitable had been admitted by you as by others to be vice and deformity , an answer might have been given to you on received principles ; but now I perceive that you will call injustice honourable and strong , and to the unjust you will attribute all the qualities which were attributed by us before to the just , seeing that you do not hesitate to rank injustice with wisdom and virtue",NEUTRAL,Thrasymachus
415,"You have guessed most infallibly , he replied",NEUTRAL,Thrasymachus
416,"Then I certainly ought not to shrink from going through with the argument so long as I have reason to think that you , Thrasymachus , are speaking your real mind ; for I do believe that you are now in earnest and are not amusing yourself at our expense",NEGATIVE,Thrasymachus
417,"I may be in earnest or not , but what is that to you",NEUTRAL,Thrasymachus
418,-- to refute the argument is your business,NEGATIVE,Thrasymachus
419,"Very true , I said ; that is what I have to do : But will you be so good as answer yet one more question",NEUTRAL,Thrasymachus
420,Does the just man try to gain any advantage over the just,NEGATIVE,Thrasymachus
421,"Far otherwise ; if he did would not be the simple , amusing creature which he is",NEGATIVE,Thrasymachus
422,And would he try to go beyond just action,NEGATIVE,Thrasymachus
423,And how would he regard the attempt to gain an advantage over the unjust ; would that be considered by him as just or unjust,NEGATIVE,Thrasymachus
424,"He would think it just , and would try to gain the advantage ; but he would not be able",NEGATIVE,Thrasymachus
425,"Whether he would or would not be able , I said , is not to the point",NEGATIVE,Thrasymachus
426,"My question is only whether the just man , while refusing to have more than another just man , would wish and claim to have more than the unjust",NEGATIVE,Thrasymachus
427,"And what of the unjust -- does he claim to have more than the just man and to do more than is just Of course , he said , for he claims to have more than all men",NEGATIVE,Thrasymachus
428,"And the unjust man will strive and struggle to obtain more than the unjust man or action , in order that he may have more than all",NEUTRAL,Thrasymachus
429,"We may put the matter thus , I said -- the just does not desire more than his like but more than his unlike , whereas the unjust desires more than both his like and his unlike",NEUTRAL,Thrasymachus
430,"Nothing , he said , can be better than that statement",NEGATIVE,Thrasymachus
431,"And the unjust is good and wise , and the just is neither",NEGATIVE,Thrasymachus
432,"Good again , he said",NEUTRAL,Thrasymachus
433,And is not the unjust like the wise and good and the just unlike them,NEUTRAL,Thrasymachus
434,"Of course , he said , he who is of a certain nature , is like those who are of a certain nature ; he who is not , not",NEUTRAL,Thrasymachus
435,"Each of them , I said , is such as his like is",NEUTRAL,Thrasymachus
436,"Certainly , he replied",NEUTRAL,Thrasymachus
437,"Very good , Thrasymachus , I said ; and now to take the case of the arts : you would admit that one man is a musician and another not a musician",NEUTRAL,Thrasymachus
438,And which is wise and which is foolish,NEUTRAL,Thrasymachus
439,"Clearly the musician is wise , and he who is not a musician is foolish",NEUTRAL,Thrasymachus
440,"And he is good in as far as he is wise , and bad in as far as he is foolish",NEUTRAL,Thrasymachus
441,And you would say the same sort of thing of the physician,NEGATIVE,Thrasymachus
442,"And do you think , my excellent friend , that a musician when he adjusts the lyre would desire or claim to exceed or go beyond a musician in the tightening and loosening the strings",NEUTRAL,Thrasymachus
443,I do not think that he would,NEGATIVE,Thrasymachus
444,But he would claim to exceed the non-musician,NEUTRAL,Thrasymachus
445,And what would you say of the physician,NEUTRAL,Thrasymachus
446,In prescribing meats and drinks would he wish to go beyond another physician or beyond the practice of medicine,NEGATIVE,Thrasymachus
447,But he would wish to go beyond the non-physician,NEGATIVE,Thrasymachus
448,And about knowledge and ignorance in general ; see whether you think that any man who has knowledge ever would wish to have the choice of saying or doing more than another man who has knowledge,NEGATIVE,Thrasymachus
449,Would he not rather say or do the same as his like in the same case,NEGATIVE,Thrasymachus
450,"That , I suppose , can hardly be denied",NEUTRAL,Thrasymachus
451,And what of the ignorant,NEGATIVE,Thrasymachus
452,would he not desire to have more than either the knowing or the ignorant,NEGATIVE,Thrasymachus
453,And the knowing is wise,NEUTRAL,Thrasymachus
454,And the wise is good,NEUTRAL,Thrasymachus
455,"Then the wise and good will not desire to gain more than his like , but more than his unlike and opposite",NEUTRAL,Thrasymachus
456,Whereas the bad and ignorant will desire to gain more than both,NEGATIVE,Thrasymachus
457,"But did we not say , Thrasymachus , that the unjust goes beyond both his like and unlike",NEUTRAL,Thrasymachus
458,Were not these your words,NEGATIVE,Thrasymachus
459,And you also said that the lust will not go beyond his like but his unlike,NEUTRAL,Thrasymachus
460,"Then the just is like the wise and good , and the unjust like the evil and ignorant",NEUTRAL,Thrasymachus
461,That is the inference,NEUTRAL,Thrasymachus
462,And each of them is such as his like is,NEUTRAL,Thrasymachus
463,Then the just has turned out to be wise and good and the unjust evil and ignorant,NEUTRAL,Thrasymachus
464,"Thrasymachus made all these admissions , not fluently , as I repeat them , but with extreme reluctance ; it was a hot summer 's day , and the perspiration poured from him in torrents ; and then I saw what I had never seen before , Thrasymachus blushing",NEUTRAL,Thrasymachus
465,"As we were now agreed that justice was virtue and wisdom , and injustice vice and ignorance , I proceeded to another point : Well , I said , Thrasymachus , that matter is now settled ; but were we not also saying that injustice had strength ; do you remember",NEUTRAL,Thrasymachus
466,"Yes , I remember , he said , but do not suppose that I approve of what you are saying or have no answer ; if however I were to answer , you would be quite certain to accuse me of haranguing ; therefore either permit me to have my say out , or if you would rather ask , do so , and I will answer 'Very good , ' as they say to story-telling old women , and will nod 'Yes ' and 'No",NEUTRAL,Thrasymachus
467,"' Certainly not , I said , if contrary to your real opinion",NEGATIVE,Thrasymachus
468,"Yes , he said , I will , to please you , since you will not let me speak",NEUTRAL,Thrasymachus
469,What else would you have,NEGATIVE,Thrasymachus
470,"Nothing in the world , I said ; and if you are so disposed I will ask and you shall answer",NEGATIVE,Thrasymachus
471,"Then I will repeat the question which I asked before , in order that our examination of the relative nature of justice and injustice may be carried on regularly",NEUTRAL,Thrasymachus
472,"A statement was made that injustice is stronger and more powerful than justice , but now justice , having been identified with wisdom and virtue , is easily shown to be stronger than injustice , if injustice is ignorance ; this can no longer be questioned by any one",NEUTRAL,Thrasymachus
473,"But I want to view the matter , Thrasymachus , in a different way : You would not deny that a state may be unjust and may be unjustly attempting to enslave other states , or may have already enslaved them , and may be holding many of them in subjection",NEUTRAL,Thrasymachus
474,"True , he replied ; and I will add the best and perfectly unjust state will be most likely to do so",NEUTRAL,Thrasymachus
475,"I know , I said , that such was your position ; but what I would further consider is , whether this power which is possessed by the superior state can exist or be exercised without justice",NEGATIVE,Thrasymachus
476,"If you are right in you view , and justice is wisdom , then only with justice ; but if I am right , then without justice",NEUTRAL,Thrasymachus
477,"I am delighted , Thrasymachus , to see you not only nodding assent and dissent , but making answers which are quite excellent",NEUTRAL,Thrasymachus
478,"That is out of civility to you , he replied",NEGATIVE,Thrasymachus
479,"You are very kind , I said ; and would you have the goodness also to inform me , whether you think that a state , or an army , or a band of robbers and thieves , or any other gang of evil-doers could act at all if they injured one another",NEUTRAL,Thrasymachus
480,"No indeed , he said , they could not",NEGATIVE,Thrasymachus
481,"But if they abstained from injuring one another , then they might act together better",NEGATIVE,Thrasymachus
482,"And this is because injustice creates divisions and hatreds and fighting , and justice imparts harmony and friendship ; is not that true , Thrasymachus",NEGATIVE,Thrasymachus
483,"I agree , he said , because I do not wish to quarrel with you",NEUTRAL,Thrasymachus
484,"How good of you , I said ; but I should like to know also whether injustice , having this tendency to arouse hatred , wherever existing , among slaves or among freemen , will not make them hate one another and set them at variance and render them incapable of common action",NEUTRAL,Thrasymachus
485,"And even if injustice be found in two only , will they not quarrel and fight , and become enemies to one another and to the just They will",NEUTRAL,Thrasymachus
486,"And suppose injustice abiding in a single person , would your wisdom say that she loses or that she retains her natural power",NEGATIVE,Thrasymachus
487,Let us assume that she retains her power,NEGATIVE,Thrasymachus
488,"Yet is not the power which injustice exercises of such a nature that wherever she takes up her abode , whether in a city , in an army , in a family , or in any other body , that body is , to begin with , rendered incapable of united action by reason of sedition and distraction ; and does it not become its own enemy and at variance with all that opposes it , and with the just",NEGATIVE,Thrasymachus
489,Is not this the case,NEGATIVE,Thrasymachus
490,"And is not injustice equally fatal when existing in a single person ; in the first place rendering him incapable of action because he is not at unity with himself , and in the second place making him an enemy to himself and the just",NEUTRAL,Thrasymachus
491,"Is not that true , Thrasymachus",NEGATIVE,Thrasymachus
492,"And O my friend , I said , surely the gods are just",NEUTRAL,Thrasymachus
493,Granted that they are,NEUTRAL,Thrasymachus
494,"But if so , the unjust will be the enemy of the gods , and the just will be their friend",NEUTRAL,Thrasymachus
495,"Feast away in triumph , and take your fill of the argument ; I will not oppose you , lest I should displease the company",NEUTRAL,Thrasymachus
496,"Well then , proceed with your answers , and let me have the remainder of my repast",NEGATIVE,Thrasymachus
497,"For we have already shown that the just are clearly wiser and better and abler than the unjust , and that the unjust are incapable of common action ; nay ing at more , that to speak as we did of men who are evil acting at any time vigorously together , is not strictly true , for if they had been perfectly evil , they would have laid hands upon one another ; but it is evident that there must have been some remnant of justice in them , which enabled them to combine ; if there had not been they would have injured one another as well as their victims ; they were but half -- villains in their enterprises ; for had they been whole villains , and utterly unjust , they would have been utterly incapable of action",NEGATIVE,Thrasymachus
498,"That , as I believe , is the truth of the matter , and not what you said at first",NEGATIVE,Thrasymachus
499,But whether the just have a better and happier life than the unjust is a further question which we also proposed to consider,NEGATIVE,Thrasymachus
500,"I think that they have , and for the reasons which to have given ; but still I should like to examine further , for no light matter is at stake , nothing less than the rule of human life",NEUTRAL,Thrasymachus
501,I will proceed by asking a question : Would you not say that a horse has some end,NEGATIVE,Thrasymachus
502,"And the end or use of a horse or of anything would be that which could not be accomplished , or not so well accomplished , by any other thing",NEGATIVE,Thrasymachus
503,"I do not understand , he said",NEGATIVE,Thrasymachus
504,"Let me explain : Can you see , except with the eye",NEUTRAL,Thrasymachus
505,"Or hear , except with the ear",NEUTRAL,Thrasymachus
506,These then may be truly said to be the ends of these organs,NEGATIVE,Thrasymachus
